,item_brand,item_name,item_price,item_link
1557,Gravati,Leopard-Print Suede Zip Booties,$795,https://www.neimanmarcus.com/p/gravati-leopard-print-suede-zip-booties-prod223620139?childItemId=NMX4SHD_&navpath=cat000000_cat000141_cat47190746&page=12&position=117&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1558,Chloe,Laurena Suede Ankle Booties,$895,https://www.neimanmarcus.com/p/chloe-laurena-suede-ankle-booties-prod226140261?childItemId=NMX4WGC_&navpath=cat000000_cat000141_cat47190746&page=12&position=118&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1559,Chloe,Candice Leather Slide Sandals,$620,https://www.neimanmarcus.com/p/chloe-candice-leather-slide-sandals-prod226140269?childItemId=NMX4WGD_&navpath=cat000000_cat000141_cat47190746&page=12&position=119&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1560,Chloe,Clint Chunky High-Top Sneakers,$650,https://www.neimanmarcus.com/p/chloe-clint-chunky-high-top-sneakers-prod226140274?childItemId=NMX4WGA_&navpath=cat000000_cat000141_cat47190746&page=13&position=0&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1561,Chloe,Candice Flat Twist Slide Sandals,$595,https://www.neimanmarcus.com/p/chloe-candice-flat-twist-slide-sandals-prod226140281?childItemId=NMX4WGB_&navpath=cat000000_cat000141_cat47190746&page=13&position=1&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1562,Chloe,Carla Snakeskin Strappy Sandals,$740,https://www.neimanmarcus.com/p/chloe-carla-snakeskin-strappy-sandals-prod226140426?childItemId=NMX4WH3_&navpath=cat000000_cat000141_cat47190746&page=13&position=2&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1563,Cole Haan,Emily Grand Leopard Mules,$140,https://www.neimanmarcus.com/p/cole-haan-emily-grand-leopard-mules-prod222970109?childItemId=NMX4RPU_&navpath=cat000000_cat000141_cat47190746&page=13&position=3&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1564,Versace,Western Baroque Chain Sneakers,"$1,075",https://www.neimanmarcus.com/p/versace-western-baroque-chain-sneakers-prod226190084?childItemId=NMX4WP6_&navpath=cat000000_cat000141_cat47190746&page=13&position=4&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1565,Versace,Cross-Chainer Western Sneakers,$825,https://www.neimanmarcus.com/p/versace-cross-chainer-western-sneakers-prod226190107?childItemId=NMX4WPL_&navpath=cat000000_cat000141_cat47190746&page=13&position=5&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1566,Versace,Safety Pin Slingback Pumps,$895,https://www.neimanmarcus.com/p/versace-safety-pin-slingback-pumps-prod226210130?childItemId=NMX4WPR_&navpath=cat000000_cat000141_cat47190746&page=13&position=6&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1567,Versace,Patent Pumps with Baroque Sole,$625,https://www.neimanmarcus.com/p/versace-patent-pumps-with-baroque-sole-prod226210135?childItemId=NMX4WPP_&navpath=cat000000_cat000141_cat47190746&page=13&position=7&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1568,Versace,Leather Sneakers with Signature Print,$595,https://www.neimanmarcus.com/p/versace-leather-sneakers-with-signature-print-prod226210137?childItemId=NMX4WPM_&navpath=cat000000_cat000141_cat47190746&page=13&position=8&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1569,Donald J Pliner,Cindee Mod Leopard-Print Booties,$228,https://www.neimanmarcus.com/p/donald-j-pliner-cindee-mod-leopard-print-booties-prod224420707?childItemId=NMX4UHL_&navpath=cat000000_cat000141_cat47190746&page=13&position=9&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1570,Versace,Tribute Platform Leather Sandals,"$1,225",https://www.neimanmarcus.com/p/versace-tribute-platform-leather-sandals-prod226190101?childItemId=NMX4WPK_&navpath=cat000000_cat000141_cat47190746&page=13&position=10&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1571,APL: Athletic Propulsion Labs,Techloom Bliss Knit Slip-On Running Sneakers,$200,https://www.neimanmarcus.com/p/apl-athletic-propulsion-labs-techloom-bliss-knit-slip-on-running-sneakers-prod221560123?childItemId=NMX4MRQ_&navpath=cat000000_cat000141_cat47190746&page=13&position=11&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1572,APL: Athletic Propulsion Labs,Techloom Bliss Knit Slip-On Running Sneakers,$88,https://www.neimanmarcus.com/p/apl-athletic-propulsion-labs-techloom-bliss-knit-slip-on-running-sneakers-prod228431036?childItemId=NMX4ZJZ_&navpath=cat000000_cat000141_cat47190746&page=13&position=12&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1573,APL: Athletic Propulsion Labs,Techloom Chelsea High-Top Sneakers,$250,https://www.neimanmarcus.com/p/apl-athletic-propulsion-labs-techloom-chelsea-high-top-sneakers-prod221570036?childItemId=NMX4MRM_&navpath=cat000000_cat000141_cat47190746&page=13&position=13&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1574,kate spade new york,vikki velvet mules,$198,https://www.neimanmarcus.com/p/kate-spade-new-york-vikki-velvet-mules-prod225390286?childItemId=NMX4VLP_&navpath=cat000000_cat000141_cat47190746&page=13&position=14&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1575,kate spade new york,benice suede block-heel pumps,$168,https://www.neimanmarcus.com/p/kate-spade-new-york-benice-suede-block-heel-pumps-prod225390373?childItemId=NMX4VLM_&navpath=cat000000_cat000141_cat47190746&page=13&position=15&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1576,kate spade new york,fallyn patent leather ballet flats,$198,https://www.neimanmarcus.com/p/kate-spade-new-york-fallyn-patent-leather-ballet-flats-prod225390388?childItemId=NMX4VMP_&navpath=cat000000_cat000141_cat47190746&page=13&position=16&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1577,kate spade new york,wynter quilted lace-up boots,$298,https://www.neimanmarcus.com/p/kate-spade-new-york-wynter-quilted-lace-up-boots-prod225400136?childItemId=NMX4VLE_&navpath=cat000000_cat000141_cat47190746&page=13&position=17&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1578,kate spade new york,renata floral rain boots,$168,https://www.neimanmarcus.com/p/kate-spade-new-york-renata-floral-rain-boots-prod225400217?childItemId=NMX4VLK_&navpath=cat000000_cat000141_cat47190746&page=13&position=18&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1579,Donald J Pliner,Ibiz Python-Print Leather Kitten Heel Pumps,$178,https://www.neimanmarcus.com/p/donald-j-pliner-ibiz-python-print-leather-kitten-heel-pumps-prod224420705?childItemId=NMX4UHK_&navpath=cat000000_cat000141_cat47190746&page=13&position=19&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1580,Donald J Pliner,Ibiz Metallic Suede Kitten Heel Pumps,$178,https://www.neimanmarcus.com/p/donald-j-pliner-ibiz-metallic-suede-kitten-heel-pumps-prod224420717?childItemId=NMX4UHM_&navpath=cat000000_cat000141_cat47190746&page=13&position=20&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1581,Donald J Pliner,Ibiz Cheetah-Print Kitten Heel Pumps,$198,https://www.neimanmarcus.com/p/donald-j-pliner-ibiz-cheetah-print-kitten-heel-pumps-prod224420732?childItemId=NMX4UHW_&navpath=cat000000_cat000141_cat47190746&page=13&position=21&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1582,Donald J Pliner,Dusten Engineer Booties,$298,https://www.neimanmarcus.com/p/donald-j-pliner-dusten-engineer-booties-prod224991434?childItemId=NMX4V65_&navpath=cat000000_cat000141_cat47190746&page=13&position=22&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1583,Gravati,Python Moccasin Loafers,$880,https://www.neimanmarcus.com/p/gravati-python-moccasin-loafers-prod223590250?childItemId=NMX4N1T_&navpath=cat000000_cat000141_cat47190746&page=13&position=23&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1584,Eileen Fisher,Rumi Low-Heel Metallic Suede Pumps,$86,https://www.neimanmarcus.com/p/eileen-fisher-rumi-low-heel-metallic-suede-pumps-prod224790885?childItemId=NMX4UVC_&navpath=cat000000_cat000141_cat47190746&page=13&position=24&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1585,Sesto Meucci,Cade Woven Leather Sneakers with Built-In Arch,$106,https://www.neimanmarcus.com/p/sesto-meucci-cade-woven-leather-sneakers-with-built-in-arch-prod224220359?childItemId=NMX4TUP_&navpath=cat000000_cat000141_cat47190746&page=13&position=25&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1586,Neiman Marcus Cashmere Collection,Leopard-Print Cashmere Fox Fur-Trim Slippers,$165,https://www.neimanmarcus.com/p/neiman-marcus-cashmere-collection-leopard-print-cashmere-fox-fur-trim-slippers-prod224700178?childItemId=NMI1UFG_&navpath=cat000000_cat000141_cat47190746&page=13&position=26&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1587,Neiman Marcus Cashmere Collection,Cable-Knit Cashmere Slippers,$145,https://www.neimanmarcus.com/p/neiman-marcus-cashmere-collection-cable-knit-cashmere-slippers-prod224720075?childItemId=NMI1UFE_&navpath=cat000000_cat000141_cat47190746&page=13&position=27&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1588,Puma,RS X Winter Glimmer Sneakers,$110,https://www.neimanmarcus.com/p/puma-rs-x-winter-glimmer-sneakers-prod224050046?childItemId=NMX4TGT_&navpath=cat000000_cat000141_cat47190746&page=13&position=28&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1589,Puma,Women's Cali Sport Sneakers,$90,https://www.neimanmarcus.com/p/puma-womens-cali-sport-sneakers-prod224060064?childItemId=NMX4TGU_&navpath=cat000000_cat000141_cat47190746&page=13&position=29&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1590,Puma,Love Leather Sneakers,$70,https://www.neimanmarcus.com/p/puma-love-leather-sneakers-prod224060214?childItemId=NMX4TGV_&navpath=cat000000_cat000141_cat47190746&page=13&position=30&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1591,UGG,Ashbury Water-Resistant Combat Boots,$170,https://www.neimanmarcus.com/p/ugg-ashbury-water-resistant-combat-boots-prod223240594?childItemId=NMX4S8L_&navpath=cat000000_cat000141_cat47190746&page=13&position=31&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1592,Aquatalia,Ursele Stretch Knee Boots,$254,https://www.neimanmarcus.com/p/aquatalia-ursele-stretch-knee-boots-prod224220085?childItemId=NMX4TVD_&navpath=cat000000_cat000141_cat47190746&page=13&position=32&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1593,Cole Haan,Grand Crosscourt Turf Leather Sneakers,$45,https://www.neimanmarcus.com/p/cole-haan-grand-crosscourt-turf-leather-sneakers-prod224220250?childItemId=NMX4TVU_&navpath=cat000000_cat000141_cat47190746&page=13&position=33&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1594,Donald J Pliner,Cindee Python-Print Booties,$228,https://www.neimanmarcus.com/p/donald-j-pliner-cindee-python-print-booties-prod224420715?childItemId=NMX4UHP_&navpath=cat000000_cat000141_cat47190746&page=13&position=34&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1595,Donald J Pliner,Camren Cap-Toe Patent Leather Hiker Boots,$228,https://www.neimanmarcus.com/p/donald-j-pliner-camren-cap-toe-patent-leather-hiker-boots-prod225800055?childItemId=NMX4VW3_&navpath=cat000000_cat000141_cat47190746&page=13&position=35&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1596,Donald J Pliner,Camren Leopard-Print Hiker Boots,$228,https://www.neimanmarcus.com/p/donald-j-pliner-camren-leopard-print-hiker-boots-prod225800126?childItemId=NMX4VVZ_&navpath=cat000000_cat000141_cat47190746&page=13&position=36&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1597,Donald J Pliner,Camren Cap-Toe Leather Hiker Boots,$228,https://www.neimanmarcus.com/p/donald-j-pliner-camren-cap-toe-leather-hiker-boots-prod225800127?childItemId=NMX4VVX_&navpath=cat000000_cat000141_cat47190746&page=13&position=37&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1598,Vince,Cabria Python-Print Booties,$450,https://www.neimanmarcus.com/p/vince-cabria-python-print-booties-prod226540123?childItemId=NMX4UTG_&navpath=cat000000_cat000141_cat47190746&page=13&position=38&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1599,Sophia Webster,"Chiara Butterfly Wing Bridal Sandals, Ice",$650,https://www.neimanmarcus.com/p/sophia-webster-chiara-butterfly-wing-bridal-sandals-ice-prod226880085?childItemId=NMS1VC7_&navpath=cat000000_cat000141_cat47190746&page=13&position=39&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1600,Sophia Webster,Coco Crystal Mid-Heel Suede Pumps,$495,https://www.neimanmarcus.com/p/sophia-webster-coco-crystal-mid-heel-suede-pumps-prod225620082?childItemId=NMX4VRJ_&navpath=cat000000_cat000141_cat47190746&page=13&position=40&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1601,Salvatore Ferragamo,Skylar Chunky Mesh Sneakers,$750,https://www.neimanmarcus.com/p/salvatore-ferragamo-skylar-chunky-mesh-sneakers-prod224160049?childItemId=NMX4TPU_&navpath=cat000000_cat000141_cat47190746&page=13&position=41&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1602,Salvatore Ferragamo,Senise Leather Sneakers with Gancio Heel,$560,https://www.neimanmarcus.com/p/salvatore-ferragamo-senise-leather-sneakers-with-gancio-heel-prod224160059?childItemId=NMX4TPW_&navpath=cat000000_cat000141_cat47190746&page=13&position=42&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1603,Salvatore Ferragamo,Lara Satin Bow Booties,$930,https://www.neimanmarcus.com/p/salvatore-ferragamo-lara-satin-bow-booties-prod224160274?childItemId=NMX4TR8_&navpath=cat000000_cat000141_cat47190746&page=13&position=43&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1604,Salvatore Ferragamo,Sarah Riding Gancio Boots,"$1,490",https://www.neimanmarcus.com/p/salvatore-ferragamo-sarah-riding-gancio-boots-prod224160434?childItemId=NMX4TRP_&navpath=cat000000_cat000141_cat47190746&page=13&position=44&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1605,Sophia Webster,Butterfly Metallic Flat Espadrilles ,$325,https://www.neimanmarcus.com/p/sophia-webster-butterfly-metallic-flat-espadrilles-prod225920171?childItemId=NMX4VRD_&navpath=cat000000_cat000141_cat47190746&page=13&position=45&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1606,Fendi,Colibri 55mm FF Mesh Slingback Pumps,$890,https://www.neimanmarcus.com/p/fendi-colibri-55mm-ff-mesh-slingback-pumps-prod226120530?childItemId=NMX4WEN_&navpath=cat000000_cat000141_cat47190746&page=13&position=46&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1607,Fendi,Colibri 85mm FF Mesh Slingback Pumps,$950,https://www.neimanmarcus.com/p/fendi-colibri-85mm-ff-mesh-slingback-pumps-prod226120533?childItemId=NMX4WEK_&navpath=cat000000_cat000141_cat47190746&page=13&position=47&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1608,Salvatore Ferragamo,Amina Cylinder-Heel Pumps,$675,https://www.neimanmarcus.com/p/salvatore-ferragamo-amina-cylinder-heel-pumps-prod224160021?childItemId=NMX4TPR_&navpath=cat000000_cat000141_cat47190746&page=13&position=48&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1609,Salvatore Ferragamo,Trifoglio Patent Gancini Horsebit Loafers,$575,https://www.neimanmarcus.com/p/salvatore-ferragamo-trifoglio-patent-gancini-horsebit-loafers-prod224160082?childItemId=NMX4TPS_&navpath=cat000000_cat000141_cat47190746&page=13&position=49&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1610,Salvatore Ferragamo,Lizink Leather Vara Bow Ballet Flats,$430,https://www.neimanmarcus.com/p/salvatore-ferragamo-lizink-leather-vara-bow-ballet-flats-prod224160106?childItemId=NMX4TQ1_&navpath=cat000000_cat000141_cat47190746&page=13&position=50&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1611,Salvatore Ferragamo,Trifoglio Gancini Horsebit Loafers,$575,https://www.neimanmarcus.com/p/salvatore-ferragamo-trifoglio-gancini-horsebit-loafers-prod224160158?childItemId=NMX4TQ2_&navpath=cat000000_cat000141_cat47190746&page=13&position=51&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1612,Salvatore Ferragamo,Varina Polka-Dot Vara Bow Ballet Flats,$595,https://www.neimanmarcus.com/p/salvatore-ferragamo-varina-polka-dot-vara-bow-ballet-flats-prod224160208?childItemId=NMX4TQL_&navpath=cat000000_cat000141_cat47190746&page=13&position=52&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1613,Salvatore Ferragamo,Zeri Patent Leather Vara Bow Pumps,$675,https://www.neimanmarcus.com/p/salvatore-ferragamo-zeri-patent-leather-vara-bow-pumps-prod224160267?childItemId=NMX4TRL_&navpath=cat000000_cat000141_cat47190746&page=13&position=53&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1614,Salvatore Ferragamo,Zelda Leather Bow Mule Pumps,$675,https://www.neimanmarcus.com/p/salvatore-ferragamo-zelda-leather-bow-mule-pumps-prod224160429?childItemId=NMX4TRE_&navpath=cat000000_cat000141_cat47190746&page=13&position=54&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1615,Salvatore Ferragamo,Louisa Toe-Ring Leather Bow Sandals,$575,https://www.neimanmarcus.com/p/salvatore-ferragamo-louisa-toe-ring-leather-bow-sandals-prod224160809?childItemId=NMX4TT2_&navpath=cat000000_cat000141_cat47190746&page=13&position=55&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1616,Salvatore Ferragamo,Lizink Leather Vara Bow Ballet Flats,$430,https://www.neimanmarcus.com/p/salvatore-ferragamo-lizink-leather-vara-bow-ballet-flats-prod224160825?childItemId=NMX4TSV_&navpath=cat000000_cat000141_cat47190746&page=13&position=56&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1617,Salvatore Ferragamo,Shadi Gancini Leather Booties,$950,https://www.neimanmarcus.com/p/salvatore-ferragamo-shadi-gancini-leather-booties-prod224160861?childItemId=NMX4TT3_&navpath=cat000000_cat000141_cat47190746&page=13&position=57&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1618,Salvatore Ferragamo,Lotten Heel-Detail Sandals,$850,https://www.neimanmarcus.com/p/salvatore-ferragamo-lotten-heel-detail-sandals-prod224160866?childItemId=NMX4TT4_&navpath=cat000000_cat000141_cat47190746&page=13&position=58&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1619,Salvatore Ferragamo,Varina Polka-Dot Vara Bow Ballet Flats,$595,https://www.neimanmarcus.com/p/salvatore-ferragamo-varina-polka-dot-vara-bow-ballet-flats-prod224160877?childItemId=NMX4TT5_&navpath=cat000000_cat000141_cat47190746&page=13&position=59&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1620,Salvatore Ferragamo,Zelda Polka-Dot Mesh Bow Mule Pumps,$695,https://www.neimanmarcus.com/p/salvatore-ferragamo-zelda-polka-dot-mesh-bow-mule-pumps-prod224160909?childItemId=NMX4TTK_&navpath=cat000000_cat000141_cat47190746&page=13&position=60&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1621,Sophia Webster,Fly By Knit Butterfly Sneakers,$275,https://www.neimanmarcus.com/p/sophia-webster-fly-by-knit-butterfly-sneakers-prod225620182?childItemId=NMX4VRH_&navpath=cat000000_cat000141_cat47190746&page=13&position=61&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1622,Sophia Webster,Fly By Knit Scuba Sneakers,$275,https://www.neimanmarcus.com/p/sophia-webster-fly-by-knit-scuba-sneakers-prod225620378?childItemId=NMX4VRG_&navpath=cat000000_cat000141_cat47190746&page=13&position=62&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
1623,Sophia Webster,Chiara Embroidered Butterfly Satin Sandals,$795,https://www.neimanmarcus.com/p/sophia-webster-chiara-embroidered-butterfly-satin-sandals-prod225650064?childItemId=NMX4VRF_&navpath=cat000000_cat000141_cat47190746&page=13&position=63&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_5DepQUMzIB3s6vmew0UlOu5EDJjcVUq7Sh_ujMNE.jsession
